Prey,Predator,PreyGroup,PredGroup,PredStrategy,FoodSource,Reference
Sycozoa_sigillinoides,Odontaster_penicillatus,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Necromass,Odontaster_penicillatus,Non-living,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.
Haplosclerida,Odontaster_sp,Porifera,Echinodermata,Hunter,Heterotroph,Marina_etal_2018
Poecilosclerida,Odontaster_sp,Porifera,Echinodermata,Hunter,Heterotroph,Marina_etal_2018
Pteraster_affinis,Odontaster_sp,Echinodermata,Echinodermata,Hunter,Heterotroph,GATEWAy
Aplidium_spp,Odontaster_sp,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Ascidia_meridionalis,Odontaster_sp,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Cnemidocarpa_spp,Odontaster_sp,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Didemnum_studeri,Odontaster_sp,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Pyura_spp,Odontaster_sp,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Sycozoa_sigillinoides,Odontaster_sp,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Detritus,Odontaster_sp,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Necromass,Odontaster_sp,Non-living,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.
Necromass,Odontasteridae,Non-living,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.
Zygochlamys_patagonica,Odontocymbiola_magellanica,Bivalvia,Gastropoda,Hunter,Heterotroph,Botto_etal_2006
Fusitriton_magellanicus,Odontocymbiola_magellanica,Gastropoda,Gastropoda,Hunter,Heterotroph,Botto_etal_2006
Oithona_spp,Oenonidae,Copepoda,Polychaeta,Hunter,Heterotroph,GloBI
Emiliania_huxleyi,Oithona_spp,Coccolithophorids,Copepoda,Suspension-feeder,Primary producer,Lampitt&Gamble_1982
Phaeocystis_antarctica,Oithona_spp,Coccolithophorids,Copepoda,Suspension-feeder,Primary producer,Lampitt&Gamble_1982
Diatoms_benthic,Oithona_spp,Diatoms,Copepoda,Suspension-feeder,Primary producer,Lampitt&Gamble_1982
Diatoms_centric,Oithona_spp,Diatoms,Copepoda,Suspension-feeder,Primary producer,Lampitt&Gamble_1982
Diatoms_pennate,Oithona_spp,Diatoms,Copepoda,Suspension-feeder,Primary producer,Lampitt&Gamble_1982
Dinoflagellates_heterosol,Oithona_spp,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Lampitt&Gamble_1982
Gymnodinium_sp,Oithona_spp,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Lampitt&Gamble_1982
Larvae_Nauplii,Oithona_spp,Zooplankton,Copepoda,Suspension-feeder,Heterotroph,Lampitt&Gamble_1982
Strombidium_spp,Oithona_spp,Ciliates,Copepoda,Suspension-feeder,Heterotroph,Nakamura&Turner_1997
Foraminifera,Oithona_spp,Foraminifera,Copepoda,Suspension-feeder,Primary producer,GloBI
Dictyocha_speculum,Oithona_spp,Silicoflagellates,Copepoda,Suspension-feeder,Primary producer,GloBI
Pseudosagitta_gazellae,Oithona_spp,Zooplankton,Copepoda,Suspension-feeder,Heterotroph,GloBI
Detritus,Onoba_spp,Non-living,Gastropoda,Deposit-feeder,Detritus,Encyclopedia of Life
Detritus,Onuphis_pseudoiridescens,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Foraminifera,Ophiacantha_sp,Foraminifera,Echinodermata,Grazer,Primary producer,GloBI
Calanus_spp,Ophiacantha_vivipara,Copepoda,Echinodermata,Hunter,Heterotroph,Dearborn_1977
Clausocalanus_spp,Ophiacantha_vivipara,Copepoda,Echinodermata,Hunter,Heterotroph,Dearborn_1977
Ctenocalanus_vanus,Ophiacantha_vivipara,Copepoda,Echinodermata,Hunter,Heterotroph,Dearborn_1977
Drepanopus_forcipatus,Ophiacantha_vivipara,Copepoda,Echinodermata,Hunter,Heterotroph,Dearborn_1977
Neocalanus_tonsus,Ophiacantha_vivipara,Copepoda,Echinodermata,Hunter,Heterotroph,Dearborn_1977
Oithona_spp,Ophiacantha_vivipara,Copepoda,Echinodermata,Hunter,Heterotroph,Dearborn_1977
Detritus,Ophiactis_sp,Non-living,Echinodermata,Deposit-feeder,Detritus,Brogger_etal_2013
Ophiactis_sp,Ophiactis_sp,Echinodermata,Echinodermata,Cannibalism,Heterotroph,Encyclopedia of Life
Diatoms_benthic,Ophiocten_amitinum,Diatoms,Echinodermata,Grazer,Primary producer,Jacob_etal_2011
Diatoms_centric,Ophiocten_amitinum,Diatoms,Echinodermata,Grazer,Primary producer,Jacob_etal_2011
Diatoms_pennate,Ophiocten_amitinum,Diatoms,Echinodermata,Grazer,Primary producer,Jacob_etal_2011
Diatoms_benthic,Ophiolimna_antarctica,Diatoms,Echinodermata,Grazer,Primary producer,GloBI
Diatoms_centric,Ophiolimna_antarctica,Diatoms,Echinodermata,Grazer,Primary producer,GloBI
Diatoms_pennate,Ophiolimna_antarctica,Diatoms,Echinodermata,Grazer,Primary producer,GloBI
Foraminifera,Ophiolimna_antarctica,Foraminifera,Echinodermata,Grazer,Primary producer,GloBI
Dictyocha_speculum,Ophioplinthus_confragosa,Silicoflagellates,Echinodermata,Suspension-feeder,Primary producer,GloBI
Dictyocha_speculum,Ophioplinthus_inornata,Silicoflagellates,Echinodermata,Suspension-feeder,Primary producer,GloBI
Foraminifera,Orbiniidae,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Bacteria,Orbiniidae,Bacteria,Polychaeta,Deposit-feeder,Bacteria,GloBI
Diatoms_benthic,Orbiniidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_centric,Orbiniidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_pennate,Orbiniidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_benthic,Ornatoscalpellum_gibberum,Diatoms,Benthos_Misc,Suspension-feeder,Primary producer,Botto_etal_2006
Diatoms_centric,Ornatoscalpellum_gibberum,Diatoms,Benthos_Misc,Suspension-feeder,Primary producer,Botto_etal_2006
Diatoms_pennate,Ornatoscalpellum_gibberum,Diatoms,Benthos_Misc,Suspension-feeder,Primary producer,Botto_etal_2006
Doryteuthis_gahi,Otaria_flavescens,Cephalopoda,MarineMammals_2,Hunter,Heterotroph,GloBI
Amblyraja_doellojuradoi,Otaria_flavescens,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,GloBI
Genypterus_blacodes,Otaria_flavescens,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,GloBI
Enteroctopodidae,Otaria_flavescens,Cephalopoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Grimothea_gregaria,Otaria_flavescens,Decapoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Dissostichus_eleginoides,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macrourus_carinatus,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macrourus_holotrachys,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macrourus_whitsoni,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macruronus_novaezelandiae,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Muraenolepis_spp,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Notophycis_marginata,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_cornucola,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_elegans,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_guntheri,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_kreffti,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_ramsayi,Otaria_flavescens,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Coelorinchus_fasciatus,Otaria_flavescens,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Coelorinchus_kayomaru,Otaria_flavescens,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Coelorinchus_marinii,Otaria_flavescens,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Guttigadus_kongi,Otaria_flavescens,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Salilota_australis,Otaria_flavescens,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Micromesistius_australis,Otaria_flavescens,Fish_Pel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Sprattus_fuegensis,Otaria_flavescens,Fish_Pel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Grimothea_gregaria,Pachyptila_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,Quillfeldt_etal_2011
Halicarcinus_planatus,Pachyptila_sp,Decapoda,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Themisto_gaudichaudii,Pachyptila_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Jassa_alonsoae,Pachyptila_sp,Amphipoda,SeaBirds,Hunter,Heterotroph,GloBI
Polycheria_spp,Pachyptila_sp,Amphipoda,SeaBirds,Hunter,Heterotroph,GloBI
Doryteuthis_gahi,Pachyptila_sp,Cephalopoda,SeaBirds,Hunter,Heterotroph,GloBI
Calanus_spp,Pachyptila_sp,Copepoda,SeaBirds,Hunter,Heterotroph,GloBI
Clausocalanus_spp,Pachyptila_sp,Copepoda,SeaBirds,Hunter,Heterotroph,GloBI
Ctenocalanus_vanus,Pachyptila_sp,Copepoda,SeaBirds,Hunter,Heterotroph,GloBI
Drepanopus_forcipatus,Pachyptila_sp,Copepoda,SeaBirds,Hunter,Heterotroph,GloBI
Euphausia_spp,Pachyptila_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Neocalanus_tonsus,Pachyptila_sp,Copepoda,SeaBirds,Hunter,Heterotroph,GloBI
Pseudosagitta_gazellae,Pachyptila_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Rhincalanus_gigas,Pachyptila_sp,Copepoda,SeaBirds,Hunter,Heterotroph,GloBI
Detritus,Pagurus_comptus,Non-living,Decapoda,Suspension-feeder,Detritus,Kamsay_etal_1996
Necromass,Pagurus_comptus,Non-living,Decapoda,Scavenger,Necromass,Kamsay_etal_1996
Brachiopoda_spp,Pagurus_comptus,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Detritus,Pagurus_forceps,Non-living,Decapoda,Suspension-feeder,Detritus,Kamsay_etal_1996
Necromass,Pagurus_forceps,Non-living,Decapoda,Scavenger,Necromass,Kamsay_etal_1996
Brachiopoda_spp,Pagurus_forceps,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Necromass,Parabuccinum_politum,Non-living,Gastropoda,Scavenger,Necromass,Encyclopedia of Life
Brachiopoda_spp,Paralomis_granulosa,Brachiopoda,Decapoda,Hunter,Heterotroph,Ramsay_etal_1996
Bryozoa,Paralomis_granulosa,Bryozoa,Decapoda,Hunter,Heterotroph,Comoglio&Amin_1999
Pseudechinus_magellanicus,Paralomis_granulosa,Echinodermata,Decapoda,Hunter,Heterotroph,Comoglio&Amin_1999
Foraminifera,Paralomis_granulosa,Foraminifera,Decapoda,Hunter,Heterotroph,Comoglio&Amin_1999
Calliostoma_spp,Paralomis_granulosa,Gastropoda,Decapoda,Hunter,Heterotroph,Comoglio&Amin_1999
Margarella_spp,Paralomis_granulosa,Gastropoda,Decapoda,Hunter,Heterotroph,Comoglio&Amin_1999
Emiliania_huxleyi,Paralomis_granulosa,Coccolithophorids,Decapoda,Suspension-feeder,Primary producer,GloBI
Phaeocystis_antarctica,Paralomis_granulosa,Coccolithophorids,Decapoda,Suspension-feeder,Primary producer,GloBI
Brachiopoda_spp,Paralomis_spinosissima,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Detritus,Paramunna_integra,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Bacteria,Paraonidae,Bacteria,Polychaeta,Deposit-feeder,Bacteria,GloBI
Diatoms_benthic,Paraonidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_centric,Paraonidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_pennate,Paraonidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Foraminifera,Paraonidae,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Detritus,Paraonidae,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Limopsis_sp,Parborlasia_corrugatus,Bivalvia,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Isosicyonis_alba,Parborlasia_corrugatus,Cnidaria,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Acodontaster_sp,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Bathybiaster_loripes,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Diplasterias_brucei,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Lysasterias_sp,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Notioceramus_anomalus,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Odontaster_sp,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Perknaster_sp,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Pteraster_affinis,Parborlasia_corrugatus,Echinodermata,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Detritus,Parborlasia_corrugatus,Non-living,Benthos_Misc,Deposit-feeder,Detritus,GATEWAy
Eucranta_sp,Parborlasia_corrugatus,Polychaeta,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Harmothoe_sp,Parborlasia_corrugatus,Polychaeta,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Laetmonice_producta,Parborlasia_corrugatus,Polychaeta,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Pista_spp,Parborlasia_corrugatus,Polychaeta,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Polyeunoa_laevis,Parborlasia_corrugatus,Polychaeta,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Clathria_spp,Parborlasia_corrugatus,Porifera,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Haplosclerida,Parborlasia_corrugatus,Porifera,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Latrunculia_sp,Parborlasia_corrugatus,Porifera,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Poecilosclerida,Parborlasia_corrugatus,Porifera,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Tedania_sp,Parborlasia_corrugatus,Porifera,Benthos_Misc,Hunter,Heterotroph,GATEWAy
Brachiopoda_spp,Patagonotothen_cornucola,Brachiopoda,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019
Brachiopoda_spp,Patagonotothen_elegans,Brachiopoda,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019
Eggs_Fish,Patagonotothen_guntheri,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Eukrohnia_hamata,Patagonotothen_guntheri,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Euphausia_spp,Patagonotothen_guntheri,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Pseudosagitta_gazellae,Patagonotothen_guntheri,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Serratosagitta_tasmanica,Patagonotothen_guntheri,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Calanus_spp,Patagonotothen_guntheri,Copepoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004; CovattiAle_etal_2022
Clausocalanus_spp,Patagonotothen_guntheri,Copepoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004; CovattiAle_etal_2022
Ctenocalanus_vanus,Patagonotothen_guntheri,Copepoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004; CovattiAle_etal_2022
Drepanopus_forcipatus,Patagonotothen_guntheri,Copepoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004; CovattiAle_etal_2022
Neocalanus_tonsus,Patagonotothen_guntheri,Copepoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004; CovattiAle_etal_2022
Rhincalanus_gigas,Patagonotothen_guntheri,Copepoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004; CovattiAle_etal_2022
Jassa_alonsoae,Patagonotothen_guntheri,Amphipoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Themisto_gaudichaudii,Patagonotothen_guntheri,Zooplankton,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Bryozoa,Patagonotothen_guntheri,Bryozoa,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Campylaspis_spp,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Cumella_argentinae,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Diastylis_granulata,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Diastylis_hammoniae,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Diastylis_planifrons,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Ekleptostylis_heardi,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Ekleptostylis_vemae,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Eudorella_sp,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Hemilamprops_chilensis,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Holostylis_uniramosa,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Leucon_septemdentatus,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Platytyphlops_sarahae,Patagonotothen_guntheri,Cumacea,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Lithodes_confundens,Patagonotothen_guntheri,Decapoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Lithodes_couesi,Patagonotothen_guntheri,Decapoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Lithodes_turkayi,Patagonotothen_guntheri,Decapoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Grimothea_gregaria,Patagonotothen_guntheri,Decapoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Sympagurus_dimorphus,Patagonotothen_guntheri,Decapoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Pareuthria_spp,Patagonotothen_guntheri,Gastropoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Ianthopsis_laevis,Patagonotothen_guntheri,Isopoda,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Eunereis_patagonica,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Nicon_maculata,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022
Brachiopoda_spp,Patagonotothen_guntheri,Brachiopoda,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019
Patagonotothen_guntheri,Patagonotothen_guntheri,Fish_BenPel,Fish_BenPel,Hunter,Heterotroph,GloBI
Trophon_ohlini,Patagonotothen_guntheri,Gastropoda,Fish_BenPel,Hunter,Heterotroph,GloBI
Trophon_plicatus,Patagonotothen_guntheri,Gastropoda,Fish_BenPel,Hunter,Heterotroph,GloBI
Acanthoserolis_schythei,Patagonotothen_guntheri,Isopoda,Fish_BenPel,Hunter,Heterotroph,GloBI
Aglaophamus_virginis,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Ampharete_kerguelensis,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Anobothrus_sp,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Cirratulidae,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Eunice_pennata,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Nephtys_sp,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Oithona_spp,Patagonotothen_guntheri,Copepoda,Fish_BenPel,Hunter,Heterotroph,GloBI
Tinerfe_cyanea,Patagonotothen_guntheri,Zooplankton,Fish_BenPel,Hunter,Heterotroph,GloBI
Neoserolis_exigua,Patagonotothen_guntheri,Isopoda,Fish_BenPel,Hunter,Heterotroph,GloBI; CovattiAle_etal_2022
Eteone_spp,Patagonotothen_guntheri,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Brachiopoda_spp,Patagonotothen_kreffti,Brachiopoda,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019
Grimothea_gregaria,Patagonotothen_ramsayi,Decapoda,Fish_BenPel,Hunter,Heterotroph,Vinuesa&Varisco_2007; Fischer_etal_2022
Campylonotus_vagans,Patagonotothen_ramsayi,Decapoda,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life
Iluocoetes_fimbriatus,Patagonotothen_ramsayi,Fish_Demersal,Fish_BenPel,Hunter,Heterotroph,Ekau_1982
Ampharete_kerguelensis,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Ekau_1982
Anobothrus_sp,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Ekau_1982
Eucranta_sp,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Ekau_1982
Harmothoe_sp,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Ekau_1982
Hermadion_magalhaensi,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Ekau_1982
Polyeunoa_laevis,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Ekau_1982
Themisto_gaudichaudii,Patagonotothen_ramsayi,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Laptikhovsky_2004; Padovani_etal_2012; Fischer_etal_2022
Calanus_spp,Patagonotothen_ramsayi,Copepoda,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Fischer_etal_2022
Clausocalanus_spp,Patagonotothen_ramsayi,Copepoda,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Fischer_etal_2022
Ctenocalanus_vanus,Patagonotothen_ramsayi,Copepoda,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Fischer_etal_2022
Drepanopus_forcipatus,Patagonotothen_ramsayi,Copepoda,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Fischer_etal_2022
Euphausia_spp,Patagonotothen_ramsayi,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Fischer_etal_2022
Neocalanus_tonsus,Patagonotothen_ramsayi,Copepoda,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Fischer_etal_2022
Rhincalanus_gigas,Patagonotothen_ramsayi,Copepoda,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Fischer_etal_2022
Eukrohnia_hamata,Patagonotothen_ramsayi,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Pseudosagitta_gazellae,Patagonotothen_ramsayi,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Serratosagitta_tasmanica,Patagonotothen_ramsayi,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004
Jassa_alonsoae,Patagonotothen_ramsayi,Amphipoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Leucothoe_spinicarpa,Patagonotothen_ramsayi,Amphipoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Phoxocephalus_sp,Patagonotothen_ramsayi,Amphipoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Tryphosella_sp,Patagonotothen_ramsayi,Amphipoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Parborlasia_corrugatus,Patagonotothen_ramsayi,Benthos_Misc,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Zygochlamys_patagonica,Patagonotothen_ramsayi,Bivalvia,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Bryozoa,Patagonotothen_ramsayi,Bryozoa,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Eudorella_sp,Patagonotothen_ramsayi,Cumacea,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Eurypodius_latreillii,Patagonotothen_ramsayi,Decapoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Libidoclaea_granaria,Patagonotothen_ramsayi,Decapoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Lithodes_confundens,Patagonotothen_ramsayi,Decapoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Pagurus_comptus,Patagonotothen_ramsayi,Decapoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Pagurus_forceps,Patagonotothen_ramsayi,Decapoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Gorgonocephalus_chilensis,Patagonotothen_ramsayi,Echinodermata,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Ophiura_lymani,Patagonotothen_ramsayi,Echinodermata,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Sprattus_fuegensis,Patagonotothen_ramsayi,Fish_Pel,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Austrodoris_sp,Patagonotothen_ramsayi,Gastropoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Acanthoserolis_schythei,Patagonotothen_ramsayi,Isopoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Antarcturidae,Patagonotothen_ramsayi,Isopoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
