Prey,Predator,PreyGroup,PredGroup,PredStrategy,FoodSource,Reference
Foraminifera,Echinozone_sp,Foraminifera,Isopoda,Deposit-feeder,Primary producer,Doti_pers.com.
Detritus,Echinozone_sp,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Ekleptostylis_heardi,Non-living,Cumacea,Suspension-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002
Detritus,Ekleptostylis_vemae,Non-living,Cumacea,Suspension-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002
Brachiopoda_spp,Enteroctopodidae,Brachiopoda,Cephalopoda,Hunter,Heterotroph,Gordillo_etal_2019
Enteroctopodidae,Enteroctopodidae,Cephalopoda,Cephalopoda,Cannibalism,Heterotroph,Ibañez&Chong_2008
Eurypodius_latreillii,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Eurypodius_longirostris,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Halicarcinus_planatus,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Lithodes_confundens,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Lithodes_couesi,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Lithodes_turkayi,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Grimothea_gregaria,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Pagurus_comptus,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Pagurus_forceps,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Paralomis_granulosa,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Paralomis_spinosissima,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Sympagurus_dimorphus,Enteroctopodidae,Decapoda,Cephalopoda,Hunter,Heterotroph,Ibañez&Chong_2008
Detritus,Eteone_spp,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Necromass,Eteone_spp,Non-living,Polychaeta,Scavenger,Necromass,Jumars_etal_2015
Diatoms_centric,Eteone_spp,Diatoms,Polychaeta,Hunter,Primary producer,GloBI
Dinoflagellates_heterosol,Eteone_spp,Dinoflagellates,Polychaeta,Hunter,Primary producer,GloBI
Boccardia_sp,Eteone_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Eunereis_patagonica,Eteone_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Nicon_maculata,Eteone_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Polydora_sp,Eteone_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Spiophanes_sp,Eteone_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Glycera_spp,Eteone_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Nephtys_sp,Eteone_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Calanus_spp,Eubalaena_australis,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Clausocalanus_spp,Eubalaena_australis,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Ctenocalanus_vanus,Eubalaena_australis,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Drepanopus_forcipatus,Eubalaena_australis,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Euphausia_spp,Eubalaena_australis,Zooplankton,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Neocalanus_tonsus,Eubalaena_australis,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Oithona_spp,Eubalaena_australis,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Rhincalanus_gigas,Eubalaena_australis,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Detritus,Eucranta_sp,Non-living,Polychaeta,Deposit-feeder,Detritus,GATEWAy
Diatoms_benthic,Eudorella_sp,Diatoms,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002
Diatoms_centric,Eudorella_sp,Diatoms,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002
Diatoms_pennate,Eudorella_sp,Diatoms,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002
Detritus,Eudorella_sp,Non-living,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002
Micromesistius_australis,Eudyptes_chrysocome,Fish_Pel,SeaBirds,Hunter,Heterotroph,RayaRey&Schiavini_2005
Themisto_gaudichaudii,Eudyptes_chrysocome,Zooplankton,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001
Doryteuthis_gahi,Eudyptes_chrysocome,Cephalopoda,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Euphausia_spp,Eudyptes_chrysocome,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Enteroctopodidae,Eudyptes_chrysocome,Cephalopoda,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Larvae_Fish,Eudyptes_chrysocome,Zooplankton,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Larvae_Fish,Eukrohnia_hamata,Zooplankton,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.
Diatoms_pennate,Eunereis_patagonica,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Foraminifera,Eunereis_patagonica,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Detritus,Eunereis_patagonica,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Boccardia_sp,Eunereis_patagonica,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Nephtys_sp,Eunereis_patagonica,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Polydora_sp,Eunereis_patagonica,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Spiophanes_sp,Eunereis_patagonica,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Foraminifera,Eunice_pennata,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Detritus,Eunice_pennata,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Diatoms_benthic,Euphausia_spp,Diatoms,Zooplankton,Suspension-feeder,Primary producer,Gibbons_etal_1991
Diatoms_centric,Euphausia_spp,Diatoms,Zooplankton,Suspension-feeder,Primary producer,Gibbons_etal_1991
Diatoms_pennate,Euphausia_spp,Diatoms,Zooplankton,Suspension-feeder,Primary producer,Gibbons_etal_1991
Azadinium_sp,Euphausia_spp,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,Gibbons_etal_1991
Dinoflagellates_heterosol,Euphausia_spp,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,Gibbons_etal_1991
Gymnodinium_sp,Euphausia_spp,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,Gibbons_etal_1991
Larvae_Nauplii,Euphausia_spp,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Gibbons_etal_1991
Foraminifera,Euphausia_spp,Foraminifera,Zooplankton,Suspension-feeder,Heterotroph,Hamame&Antezana_2010
Eggs_Fish,Euphausia_spp,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Hamame&Antezana_2010
Oithona_spp,Euphausia_spp,Copepoda,Zooplankton,Suspension-feeder,Heterotroph,Hamame&Antezana_2010
Emiliania_huxleyi,Eurhomalea_sp,Coccolithophorids,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Diatoms_benthic,Eurhomalea_sp,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Diatoms_centric,Eurhomalea_sp,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Diatoms_pennate,Eurhomalea_sp,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Grimothea_gregaria,Eurypodius_latreillii,Decapoda,Decapoda,Hunter,Heterotroph,Vinuesa&Varisco_2007
Brachiopoda_spp,Eurypodius_latreillii,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Brachiopoda_spp,Eurypodius_longirostris,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Brachiopoda_spp,Eurypodius_sp,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Brachiopoda_spp,Falsilunatia_carcellesi,Brachiopoda,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019
Astarte_sp,Falsilunatia_carcellesi,Bivalvia,Gastropoda,Hunter,Heterotroph,Liuzzi_etal_2019
Detritus,Flabellum_spp,Non-living,Cnidaria,Suspension-feeder,Primary producer,Encyclopedia of Life
Detritus,Foraminifera,Non-living,Foraminifera,Deposit-feeder,Detritus,GloBI
Brachiopoda_spp,Fuegotrophon_pallidus,Brachiopoda,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019
Astarte_sp,Fuegotrophon_pallidus,Bivalvia,Gastropoda,Hunter,Heterotroph,Liuzzi_etal_2019
Cyclochlamys_argentina,Fuegotrophon_pallidus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Eurhomalea_sp,Fuegotrophon_pallidus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Hiatella_sp,Fuegotrophon_pallidus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Zygochlamys_patagonica,Fuegotrophon_pallidus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Calliostoma_spp,Fuegotrophon_pallidus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Colpospirella_algida,Fuegotrophon_pallidus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Epitonium_sp,Fuegotrophon_pallidus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Odostomia_sp,Fuegotrophon_pallidus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Pellilitorina_pellita,Fuegotrophon_pallidus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Doryteuthis_gahi,Fulmarus_glacialoides,Cephalopoda,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Dissostichus_eleginoides,Fulmarus_glacialoides,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Euphausia_spp,Fulmarus_glacialoides,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Themisto_gaudichaudii,Fulmarus_glacialoides,Zooplankton,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Sprattus_fuegensis,Fulmarus_glacialoides,Fish_Pel,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Necromass,Fulmarus_glacialoides,Non-living,SeaBirds,Scavenger,Necromass,RayaRey_pers.com.
Zygochlamys_patagonica,Fusitriton_magellanicus,Bivalvia,Gastropoda,Hunter,Heterotroph,Botto_etal_2006
Psolus_antarcticus,Fusitriton_magellanicus,Echinodermata,Gastropoda,Hunter,Heterotroph,GloBI
Psolus_patagonicus,Fusitriton_magellanicus,Echinodermata,Gastropoda,Hunter,Heterotroph,GloBI
Psolus_segregatus,Fusitriton_magellanicus,Echinodermata,Gastropoda,Hunter,Heterotroph,GloBI
Sabellidae,Fusitriton_magellanicus,Polychaeta,Gastropoda,Hunter,Heterotroph,GloBI
Grimothea_gregaria,Genypterus_blacodes,Decapoda,Fish_Demersal,Hunter,Heterotroph,Vinuesa&Varisco_2007; Giberto_etal_2017
Coelorinchus_fasciatus,Genypterus_blacodes,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,Encyclopedia of Life
Notophycis_marginata,Genypterus_blacodes,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,Encyclopedia of Life
Micromesistius_australis,Genypterus_blacodes,Fish_Pel,Fish_Demersal,Hunter,Heterotroph,Encyclopedia of Life
Doryteuthis_gahi,Genypterus_blacodes,Cephalopoda,Fish_Demersal,Hunter,Heterotroph,FishBase
Mancopsetta_maculata,Genypterus_blacodes,Fish_Demersal,Fish_Demersal,Hunter,Heterotroph,FishBase
Acanthoserolis_schythei,Genypterus_blacodes,Isopoda,Fish_Demersal,Hunter,Heterotroph,Giberto_etal_2017
Euphausia_spp,Genypterus_blacodes,Zooplankton,Fish_Demersal,Hunter,Heterotroph,GloBI
Enteroctopodidae,Genypterus_blacodes,Cephalopoda,Fish_Demersal,Hunter,Heterotroph,Cousseau&Perrotta_2000
Flabellum_spp,Genypterus_blacodes,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Giberto_etal_2017
Myxine_spp,Genypterus_blacodes,Fish_Demersal,Fish_Demersal,Hunter,Heterotroph,Giberto_etal_2017
Patagonotothen_ramsayi,Genypterus_blacodes,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,Giberto_etal_2017
Diatoms_benthic,Glabraster_antarctica,Diatoms,Echinodermata,Grazer,Primary producer,Encyclopedia of Life
Diatoms_centric,Glabraster_antarctica,Diatoms,Echinodermata,Grazer,Primary producer,Encyclopedia of Life
Diatoms_pennate,Glabraster_antarctica,Diatoms,Echinodermata,Grazer,Primary producer,Encyclopedia of Life
Detritus,Glabraster_antarctica,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Doryteuthis_gahi,Globicephala_melas,Cephalopoda,MarineMammals_3,Hunter,Heterotroph,Clarke&Goodall_1994
Enteroctopodidae,Globicephala_melas,Cephalopoda,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Dissostichus_eleginoides,Globicephala_melas,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Lepidonotothen_squamifrons,Globicephala_melas,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Macruronus_novaezelandiae,Globicephala_melas,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_cornucola,Globicephala_melas,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_guntheri,Globicephala_melas,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_kreffti,Globicephala_melas,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_ramsayi,Globicephala_melas,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Detritus,Glycera_spp,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Eunereis_patagonica,Glycera_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Nicon_maculata,Glycera_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Syllidae,Glycera_spp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Rhincalanus_gigas,Gorgonocephalus_chilensis,Copepoda,Echinodermata,Hunter,Heterotroph,GATEWAy
Calanus_spp,Gorgonocephalus_chilensis,Copepoda,Echinodermata,Hunter,Heterotroph,GATEWAy
Diatoms_centric,Grimothea_gregaria,Diatoms,Decapoda,Suspension-feeder,Primary producer,Vinuesa&Varisco_2007
Foraminifera,Grimothea_gregaria,Foraminifera,Decapoda,Suspension-feeder,Primary producer,Vinuesa&Varisco_2007
Emiliania_huxleyi,Gymnodinium_sp,Coccolithophorids,Dinoflagellates,Suspension-feeder,Primary producer,Encyclopedia of Life
Phaeocystis_antarctica,Gymnodinium_sp,Coccolithophorids,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_centric,Gymnodinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_benthic,Gymnodinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Synechococcus_sp,Gymnodinium_sp,Picophytoplankton,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_benthic,Gyrodinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_centric,Gyrodinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_pennate,Gyrodinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Aglaophamus_virginis,Halicarcinus_planatus,Polychaeta,Decapoda,Hunter,Heterotroph,GloBI
Detritus,Halicarcinus_planatus,Non-living,Decapoda,Suspension-feeder,Detritus,LeBourg_PhDTesis_2020
Azadinium_sp,Halichondrida,Dinoflagellates,Porifera,Suspension-feeder,Primary producer,Koopmans_etal_2015
Dinoflagellates_heterosol,Halichondrida,Dinoflagellates,Porifera,Suspension-feeder,Heterotroph,Koopmans_etal_2015
Gymnodinium_sp,Halichondrida,Dinoflagellates,Porifera,Suspension-feeder,Primary producer,Koopmans_etal_2015
Bacteria,Halichondrida,Bacteria,Porifera,Suspension-feeder,Bacteria,Lüskow_etal_2019
Diatoms_benthic,Halichondrida,Diatoms,Porifera,Suspension-feeder,Primary producer,Lüskow_etal_2019
Diatoms_centric,Halichondrida,Diatoms,Porifera,Suspension-feeder,Primary producer,Lüskow_etal_2019
Diatoms_pennate,Halichondrida,Diatoms,Porifera,Suspension-feeder,Primary producer,Lüskow_etal_2019
Diatoms_benthic,Haplosclerida,Diatoms,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018
Diatoms_centric,Haplosclerida,Diatoms,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018
Diatoms_pennate,Haplosclerida,Diatoms,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018
Detritus,Haplosclerida,Non-living,Porifera,Suspension-feeder,Detritus,Marina_etal_2018
Emiliania_huxleyi,Haplosclerida,Coccolithophorids,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Haplosclerida,Coccolithophorids,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Haplosclerida,Dinoflagellates,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Dinoflagellates_heterosol,Haplosclerida,Dinoflagellates,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Foraminifera,Haplosclerida,Foraminifera,Porifera,Suspension-feeder,Heterotroph,Ruppert_etal_2004
Synechococcus_sp,Haplosclerida,Picophytoplankton,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Dictyocha_speculum,Haplosclerida,Silicoflagellates,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Phaeocystis_antarctica,Haplocheira_barbimana_robusta,Coccolithophorids,Amphipoda,Suspension-feeder,Primary producer,GATEWAy
Diatoms_centric,Haplocheira_barbimana_robusta,Diatoms,Amphipoda,Suspension-feeder,Primary producer,GATEWAy
Diatoms_pennate,Haplocheira_barbimana_robusta,Diatoms,Amphipoda,Suspension-feeder,Primary producer,GATEWAy
Rhizosolenia_crassa,Haplocheira_barbimana_robusta,Diatoms,Amphipoda,Suspension-feeder,Primary producer,GATEWAy
Dinoflagellates_heterosol,Haplocheira_barbimana_robusta,Dinoflagellates,Amphipoda,Suspension-feeder,Primary producer,GATEWAy
Detritus,Haplocheira_barbimana_robusta,Non-living,Amphipoda,Suspension-feeder,Detritus,GATEWAy
Dictyocha_speculum,Haplocheira_barbimana_robusta,Silicoflagellates,Amphipoda,Suspension-feeder,Primary producer,GATEWAy
Diatoms_benthic,Harmothoe_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Diatoms_centric,Harmothoe_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Diatoms_pennate,Harmothoe_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Foraminifera,Harmothoe_sp,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Colossendeis_megalonyx,Harmothoe_sp,Benthos_Misc,Polychaeta,Hunter,Heterotroph,GloBI
Bryozoa,Harmothoe_sp,Bryozoa,Polychaeta,Hunter,Heterotroph,GloBI
Detritus,Harmothoe_sp,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Detritus,Hemilamprops_chilensis,Non-living,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.
Bacteria,Henricia_obesa,Bacteria,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960
Diatoms_centric,Henricia_obesa,Diatoms,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960
Diatoms_pennate,Henricia_obesa,Diatoms,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960
Foraminifera,Henricia_obesa,Foraminifera,Echinodermata,Suspension-feeder,Primary producer,Anderson_1961
Diatoms_benthic,Henricia_obesa,Diatoms,Echinodermata,Suspension-feeder,Primary producer,Anderson_1962
Bacteria,Henricia_studeri,Bacteria,Echinodermata,Suspension-feeder,Primary producer,Anderson_1963
Diatoms_centric,Henricia_studeri,Diatoms,Echinodermata,Suspension-feeder,Primary producer,Anderson_1964
Diatoms_pennate,Henricia_studeri,Diatoms,Echinodermata,Suspension-feeder,Primary producer,Anderson_1965
Foraminifera,Henricia_studeri,Foraminifera,Echinodermata,Suspension-feeder,Primary producer,Anderson_1966
Diatoms_benthic,Henricia_studeri,Diatoms,Echinodermata,Suspension-feeder,Primary producer,Anderson_1967
Synechococcus_sp,Hexactinellida,Picophytoplankton,Porifera,Suspension-feeder,Primary producer,Pile&Young_2006
Bacteria,Hexactinellida,Bacteria,Porifera,Suspension-feeder,Bacteria,Yahel_etal_2007
Dinoflagellates_heterosol,Hexactinellida,Dinoflagellates,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007
Foraminifera,Hexactinellida,Foraminifera,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007
Emiliania_huxleyi,Hiatella_sp,Coccolithophorids,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003
Diatoms_benthic,Hiatella_sp,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003
Diatoms_centric,Hiatella_sp,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003
Diatoms_pennate,Hiatella_sp,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003
Convexella_magelhaenica,Hippasteria_falklandica,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Ideogorgia_laurae,Hippasteria_falklandica,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Primnoella_scotiae,Hippasteria_falklandica,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Primnoisis_antarctica,Hippasteria_falklandica,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Detritus,Holostylis_uniramosa,Non-living,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002
Balticina_africana,Hormathia_pectinata,Cnidaria,Cnidaria,Suspension-feeder,Heterotroph,Schejter_etal_2018
Foraminifera,Hyalinoecia_artifex,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Doryteuthis_gahi,Hyperoodon_planifrons,Cephalopoda,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Dissostichus_eleginoides,Hyperoodon_planifrons,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Micromesistius_australis,Hyperoodon_planifrons,Fish_Pel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Macruronus_novaezelandiae,Hyperoodon_planifrons,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Detritus,Ianiropsis_sp,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Ianthopsis_laevis,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Iathrippa_menziesi,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Iathrippa_multidens,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Iathrippa_sp,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Bacteria,Ideogorgia_laurae,Bacteria,Coral,Suspension-feeder,Bacteria,Elias-Piera_etal_2013
Diatoms_benthic,Ideogorgia_laurae,Diatoms,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003
Detritus,Ideogorgia_laurae,Non-living,Coral,Suspension-feeder,Detritus,Orejas_etal_2003
Tinerfe_cyanea,Iluocoetes_fimbriatus,Zooplankton,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996
Bacteria,Poecilosclerida,Bacteria,Porifera,Suspension-feeder,Bacteria,Thurber_2007
Diatoms_benthic,Jassa_alonsoae,Diatoms,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001
Diatoms_centric,Jassa_alonsoae,Diatoms,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001
Diatoms_pennate,Jassa_alonsoae,Diatoms,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001
Detritus,Joeropsis_curvicornis,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Joeropsis_intermedius,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Joeropsis_sp,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Bacteria,Laboea_strobila,Bacteria,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990
Colossendeis_megalonyx,Laetmonice_producta,Benthos_Misc,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015
Detritus,Laetmonice_producta,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Ophiacantha_sp,Laetmonice_producta,Echinodermata,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life
Diatoms_benthic,Laetmonice_producta,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963
Diatoms_centric,Laetmonice_producta,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963
Diatoms_pennate,Laetmonice_producta,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963
Pogonolycus_elegans,Lagenorhynchus_australis,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010
Iluocoetes_fimbriatus,Lagenorhynchus_australis,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010
Melanostigma_gelatinosum,Lagenorhynchus_australis,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010
Doryteuthis_gahi,Lagenorhynchus_australis,Cephalopoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Enteroctopodidae,Lagenorhynchus_australis,Cephalopoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Grimothea_gregaria,Lagenorhynchus_australis,Decapoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_cornucola,Lagenorhynchus_australis,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_elegans,Lagenorhynchus_australis,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
